airline_id	channel	service_class	service_status_raw	fare_class	fare_nature_raw	amount	currency	scope_raw	billing_basis_raw	booking_deadline	official_url	locator	evidence_excerpt	citation_check	page_date	verified_date	legacy_fee	legacy_farelist	repo_linkage	assessment
aircalin	hold	NOT_OFFERED	NOT_OFFERED_AS_PASSENGER_BAGGAGE	NOT_APPLICABLE	NOT_APPLICABLE	—	—	animals handled as freight	—	—	https://www.aircalin.com/fr/animaux	Transport d’animaux	“en fret uniquement”	NO_FARE_APPLICABLE	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; Finder reads policies status only	Page also says “soute” colloquially but procedure is freight/AWB.
alaska	cabin	OFFERED	OFFERED	EXACT	EXACT	100; 35 wholly within Hawaii	USD	Alaska/Hawaiian operated travel	per carrier each way	contact to reserve; subject availability	https://news.alaskaair.com/company/what-to-know-before-traveling-with-a-canine-companion/	Ways to fly > In the cabin	“$100 per carrier (or $35 … Hawai‘i)”	PRICE_EXCERPT_PRESENT	2026-08-26	2026-09-10	$100 each way	legacy $100	NO: legacy fee/fareList dormant; Finder reads policies status only	New official article refines current merged policy.
alaska	cargo	OFFERED	OFFERED	QUOTE_OR_NOT_FOUND	QUOTE_OR_RATE_CALCULATOR	Pet Connect rate estimate / booking	USD	cargo network	shipment	24h–30d; 3–7 business days for intl/other-airline	https://www.alaskacargo.com/PetConnect/	Reservations	“reservations are accepted a minimum of 24 hours”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	No single public amount; route/weight quote.
alaska	hold	OFFERED	OFFERED	EXACT	EXACT	200; discounted within Alaska/Hawaii and military (amount not stated)	USD	Alaska/Hawaiian operated travel	per kennel each way	contact to reserve; subject availability	https://news.alaskaair.com/company/what-to-know-before-traveling-with-a-canine-companion/	Ways to fly > baggage compartment	“fee is $200 each way per kennel”	PRICE_EXCERPT_PRESENT	2026-08-26	2026-09-10	$150 each way	legacy $150	NO: legacy fee/fareList dormant; Finder reads policies status only	Legacy $150 is stale.
american	cabin	OFFERED	OFFERED	EXACT	EXACT	150	USD	US/Canada/Mexico/Central America/Caribbean eligible routes	per kennel each way; stopover >4h can re-charge	pay at airport; reserve due capacity	https://www.aa.com/web/i18n/travel-info/special-assistance/pets.html	Fees > Carry-on pet	“$150 per kennel”	PRICE_EXCERPT_PRESENT	ND	2026-09-10	$150	legacy exact	NO: legacy fee/fareList dormant; Finder reads policies status only	Current page corroborated.
american	cargo	OFFERED	OFFERED	QUOTE	QUOTE	confirmed at booking	varies	PetEmbark routes	shipment	advance cargo booking	https://www.aa.com/web/i18n/travel-info/special-assistance/pets.html	Fees > Cargo pet	“Fees will be confirmed at time of booking”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Quote + $150	legacy “Quote + $150”	NO: legacy fee/fareList dormant; Finder reads policies status only	No official universal +$150 found; legacy suffix unsupported.
american	hold	LIMITED	LIMITED_MILITARY_ONLY	EXACT	EXACT	200; 150 to/from Brazil	USD	listed regions; active-duty military/State Department orders only	per kennel each way	contact at least 48h	https://www.aa.com/web/i18n/travel-info/special-assistance/pets.html	Fees > Checked pet	“$200 per kennel … $150 to/from Brazil”	PRICE_EXCERPT_PRESENT	ND	2026-09-10	$150–200	legacy range	NO: legacy fee/fareList dormant; Finder reads policies status only	Repo policy “not offered” hides official-personnel exception.
ana	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	NOT_APPLICABLE	—	—	ordinary pets	—	—	https://www.ana.co.jp/en/jp/guide/reservation/support/international/pets/	Reservation and Fee	“carried in the cargo section”	NO_FARE_APPLICABLE	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; Finder reads policies status only	Service dogs separate.
ana	cargo	LIMITED	OFFERED_SEPARATELY	QUOTE_OR_NOT_FOUND	QUOTE_OR_NOT_FOUND	contact ANA Cargo	ND	unaccompanied/over-limit	shipment	advance cargo booking	https://www.ana.co.jp/en/jp/guide/reservation/support/international/pets/	Pet shipped separately notice	“pet only … handling differs”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	No public cargo amount found.
ana	hold	OFFERED	OFFERED	MATRIX	EXACT_GRID	400 cross-area; 250 within area; domestic 6600 or 4400 after 2026-05-19	USD; JPY	international area grid; Japan domestic	per cage / route	advance reservation; up to 2 days before first flight in stated connection case	https://www.ana.co.jp/en/jp/guide/reservation/support/international/pets/	Reservation and Fee > Service Fee	“Price per cage | JPY40000 / USD400 / CAD400 / EUR300 | JPY25000 / USD250 / CAD250 / EUR200 | JPY5000 | JPY6000 or JPY4000”	PRICE_EXCERPT_PRESENT	ND	2026-09-10	¥6000 domestic; $250–400 international	legacy values slightly lower domestic	NO: legacy fee/fareList dormant; Finder reads policies status only	Current domestic JPY6600/4400 incl tax; legacy 6000/4000 stale.
asiana	cabin	OFFERED	OFFERED	MATRIX	EXACT_GRID	30000 domestic; 140000 NE Asia; 210000 other Asia; 290000 US/Europe/Oceania (≤32kg grid)	KRW	listed route groups	per cage / one-way	24h domestic; 48h international business days	https://flyasiana.com/C/US/EN/contents/traveling-with-pets	Pet Fare Table	NEEDS_QUOTE — the official two-column weight matrix spans four route rows; no short contiguous excerpt proves the complete cabin column	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	KRW 30k–290k	legacy grid	NO: legacy fee/fareList dormant; Finder reads policies status only	Same official grid applies cabin or checked; cabin actual weight limit far below 32kg.
asiana	cargo	NOT_ESTABLISHED	NON_ESTABLISHED	NOT_FOUND	NOT_FOUND	—	ND	no consumer cargo tariff located	ND	ND	https://flyasiana.com/C/US/EN/contents/traveling-with-pets	Scope of passenger page	“Traveling with pets”	NO_CURRENT_FARE_FOUND	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	Do not infer service or amount.
asiana	hold	OFFERED	OFFERED	MATRIX	EXACT_GRID	30000/60000 domestic; 140000/290000 NE Asia; 210000/440000 other Asia; 290000/590000 US/Europe/Oceania	KRW	≤32kg / 33–45kg by route	per cage / one-way	24h domestic; 48h international business days	https://flyasiana.com/C/US/EN/contents/traveling-with-pets	Fees	NEEDS_QUOTE — the official two-column weight matrix spans four route rows; no short contiguous excerpt proves all eight values	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	KRW 30k–290k	legacy omits >32kg double bands	NO: legacy fee/fareList dormant; Finder reads policies status only	Legacy incomplete for heavy pets.
austrian	cabin	OFFERED	OFFERED	MATRIX	EXACT_GRID	65 domestic; 80 Europe; 105 short intercontinental; 115 medium; 125 long	EUR	listed route bands	per flight segment / carrier	book early; capacity check	https://www.austrian.com/al/en/plan/special-requirements/travelling-with-animals	Small pets in cabin > price table	NEEDS_QUOTE — official route matrix spans five rows; the former excerpt proved only the Europe cell	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	€65–125	legacy Europe €75	NO: legacy fee/fareList dormant; Finder reads policies status only	Legacy Europe amount stale.
austrian	cargo	CONDITIONAL	CONDITIONAL	QUOTE	QUOTE	pet transport provider / Lufthansa Cargo	ND	countries requiring freight; unaccompanied	shipment	advance arrangement	https://www.austrian.com/pt/en/plan/special-requirements/travelling-with-animals	Freight note	“contact a specialised pet transport provider”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	No public amount.
austrian	hold	OFFERED	OFFERED	MATRIX	EXACT_GRID	80/160 domestic; 100/200 Europe; 130/260 short; 170/340 medium; 190/380 long	EUR	listed route bands; small/large container	per flight segment / container	book early; provide size/weight	https://www.austrian.com/al/en/plan/special-requirements/travelling-with-animals	Large animals in hold > price table	NEEDS_QUOTE — official two-size route matrix spans five rows; the former excerpt proved only the long-haul row	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	€80–380	legacy grid	NO: legacy fee/fareList dormant; Finder reads policies status only	EUR150 transfer surcharge via listed hubs.
avianca	cabin	OFFERED	OFFERED	MATRIX	FROM_GRID	COP80000; USD45 Ecuador/Guatemala; CAD235 Canada; USD170–220 regional; EUR/GBP220 from Europe	COP/USD/CAD/EUR/GBP	listed origin/destination groups	from-price; taxes included	at least 48h advised/required by official policy notice	https://ayuda.avianca.com/hc/en-us/articles/13770433013659-How-much-does-it-cost-to-fly-with-my-pet	Pets in cabin	NEEDS_QUOTE — official multi-currency table spans eight route rows; the former excerpt proved only Colombia	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	$45–235	legacy range	NO: legacy fee/fareList dormant; Finder reads policies status only	High season may add up to USD20.
avianca	cargo	CONDITIONAL	CONDITIONAL	QUOTE_OR_NOT_FOUND	QUOTE_OR_NOT_FOUND	contact Avianca Cargo	ND	UK and other cargo-only cases	shipment	advance arrangement	https://ayuda.avianca.com/hc/en-us/articles/13770433013659-How-much-does-it-cost-to-fly-with-my-pet	Europe footnote	“contact avianca cargo”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	No public cargo amount.
avianca	hold	CONDITIONAL	OFFERED_CONDITIONAL	MATRIX	FROM_GRID	COP225000; USD70 Ecuador/Guatemala; CAD345 Canada; USD250–290 regional; EUR/GBP290 from Europe	COP/USD/CAD/EUR/GBP	listed groups; seasonal route embargoes	from-price; taxes included	at least 48h	https://ayuda.avianca.com/hc/en-us/articles/13770433013659-How-much-does-it-cost-to-fly-with-my-pet	Pets in the hold	NEEDS_QUOTE — official multi-currency table spans eight route rows; the former excerpt proved only Colombia	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	$70–345	legacy range	NO: legacy fee/fareList dormant; Finder reads policies status only	Seasonal restrictions must be checked separately.
bangkok_airways	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	NOT_APPLICABLE	—	—	ordinary pets	—	—	https://www.bangkokair.com/traveling-with-pet	Service mode	“checked baggage (AVIH)”	NO_FARE_APPLICABLE	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; Finder reads policies status only	Page only provides hold/cargo.
bangkok_airways	cargo	OFFERED	OFFERED	QUOTE_OR_NOT_FOUND	QUOTE_OR_NOT_FOUND	contact Bangkok Airways Cargo	ND	cargo routes / passenger-service exclusions	shipment	advance contact	https://www.bangkokair.com/traveling-with-pet	Cargo note	“contact Bangkok Airways Cargo”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Not published	cargo not published	NO: legacy fee/fareList dormant; Finder reads policies status only	No public live-animal cargo amount isolated from general cargo table.
bangkok_airways	hold	OFFERED	OFFERED	MATRIX	EXACT_OR_GRID	180 domestic; 8–48 international by zone	THB/kg; USD/kg	domestic per sector; international zone table	per kg including pet+container per sector	at least 24h before departure	https://www.bangkokair.com/traveling-with-pet	Charges	NEEDS_QUOTE — current official text proves THB 180/kg/sector but exposes no textual USD 8–48 zonal table	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	180 THB/kg	legacy omits intl grid	NO: legacy fee/fareList dormant; Finder reads policies status only	International range from official baggage zone table.
batik_air_indonesia	cabin	NOT_ESTABLISHED	NON_ESTABLISHED	NOT_FOUND	NOT_FOUND	—	ND	no accessible current official pet policy located	ND	ND	https://www.batikair.com/	Official site search / conditions	—	NO_CURRENT_FARE_FOUND	ND	2026-09-10	Not applicable	not accepted	NO: legacy fee/fareList dormant; Finder reads policies status only	Official searches returned no pet/animal carriage page; do not inherit YAML denial as proved.
batik_air_indonesia	cargo	NOT_ESTABLISHED	NON_ESTABLISHED	NOT_FOUND	NOT_FOUND	—	ND	no accessible current official pet cargo offer located	ND	ND	https://www.batikair.com/	Official site search / conditions	—	NO_CURRENT_FARE_FOUND	ND	2026-09-10	Not applicable	not accepted	NO: legacy fee/fareList dormant; Finder reads policies status only	No official evidence found.
batik_air_indonesia	hold	NOT_ESTABLISHED	NON_ESTABLISHED	NOT_FOUND	NOT_FOUND	—	ND	no accessible current official pet policy located	ND	ND	https://www.batikair.com/	Official site search / conditions	—	NO_CURRENT_FARE_FOUND	ND	2026-09-10	Not applicable	not accepted	NO: legacy fee/fareList dormant; Finder reads policies status only	No official evidence found.
batik_air_malaysia	cabin	NOT_ESTABLISHED	NON_ESTABLISHED	NOT_FOUND	NOT_FOUND	—	ND	no accessible current official pet policy located	ND	ND	https://www.batikair.com.my/	Official site search / conditions	—	NO_CURRENT_FARE_FOUND	ND	2026-09-10	Not applicable	not accepted	NO: legacy fee/fareList dormant; Finder reads policies status only	Official searches and agent portal yielded no carriage rule.
batik_air_malaysia	cargo	NOT_ESTABLISHED	NON_ESTABLISHED	NOT_FOUND	NOT_FOUND	—	ND	no accessible current official pet cargo offer located	ND	ND	https://www.batikair.com.my/	Official site search / conditions	—	NO_CURRENT_FARE_FOUND	ND	2026-09-10	Not applicable	not accepted	NO: legacy fee/fareList dormant; Finder reads policies status only	No official evidence found.
batik_air_malaysia	hold	NOT_ESTABLISHED	NON_ESTABLISHED	NOT_FOUND	NOT_FOUND	—	ND	no accessible current official pet policy located	ND	ND	https://www.batikair.com.my/	Official site search / conditions	—	NO_CURRENT_FARE_FOUND	ND	2026-09-10	Not applicable	not accepted	NO: legacy fee/fareList dormant; Finder reads policies status only	No official evidence found.
british_airways	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	NOT_APPLICABLE	—	—	ordinary pets	—	—	https://www.britishairways.com/content/en/us/information/legal/us-optional-extras	Pets	“must be booked as cargo”	NO_FARE_APPLICABLE	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; policy proof exists for cabin status, not fare	Assistance dogs separate.
british_airways	cargo	OFFERED	OFFERED	QUOTE	QUOTE	quoted on reconfirmation; varies size/weight/distance	varies	accepted IAG Cargo routes	shipment	book/reconfirm via cargo agent	https://www.britishairways.com/content/en/us/information/legal/us-optional-extras	Pets	“charges will be quoted when you reconfirm”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	No fixed public amount.
british_airways	hold	NOT_OFFERED	NOT_OFFERED_AS_CHECKED_PET	NOT_APPLICABLE	NOT_APPLICABLE	—	—	pet travels as manifest cargo in hold	—	—	https://www.britishairways.com/content/en/us/information/legal/us-optional-extras	Pets	“booked as cargo and travel in the hold”	NO_FARE_APPLICABLE	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; Finder reads policies status only	Physical hold does not mean checked-baggage service.
brussels	cabin	OFFERED	OFFERED	MATRIX	EXACT_GRID	80 Europe; 90 Egypt/Israel/Morocco; 105 West Africa; 115 Central Africa/East N. America; 65 intra-Africa	EUR	listed bands	one-way on operated flight	book in advance via Service Centre	https://www.brusselsairlines.com/ua/en/special-care/pets/cats-and-small-dogs-in-the-cabin	How much does it cost	NEEDS_QUOTE — official four-currency matrix spans six regions; the former excerpt proved only the Europe EUR cell	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	€65–115	legacy grid	NO: legacy fee/fareList dormant; Finder reads policies status only	Other departure currencies listed; legacy Europe value stale.
brussels	cargo	CONDITIONAL	CONDITIONAL	QUOTE	QUOTE	contact cargo provider	ND	UK/unaccompanied/other cargo-only cases	shipment	advance arrangement	https://www.brusselsairlines.com/gb/en/special-care/pets/cats-and-dogs-in-the-hold.html	Cargo note	“option … transported as cargo”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	No public amount.
brussels	hold	OFFERED	OFFERED	MATRIX	EXACT_GRID	160–380 by region (EUR); transfer surcharge 150	EUR	Europe/Africa/North America route bands	one-way on operated flight	book in advance; check in 2h before latest check-in	https://www.brusselsairlines.com/gb/en/special-care/pets/cats-and-dogs-in-the-hold.html	Rates table	NEEDS_QUOTE — official two-size, four-currency matrix spans six regions; no short contiguous excerpt proves EUR 160–380 plus surcharge	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	€100–380	legacy grid lower on several bands	NO: legacy fee/fareList dormant; Finder reads policies status only	Current Europe EUR200; highest listed west-coast EUR380.
cathay_pacific	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	NOT_APPLICABLE	—	—	ordinary pets	—	—	https://www.cathaypacific.com/cx/en_JP/prepare-trip/help-for-passengers/travelling-with-animals/overview-cargo.html	Overview	“Cathay Live Animal … Cathay Cargo”	NO_FARE_APPLICABLE	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; Finder reads policies status only	Assistance dogs separate.
cathay_pacific	cargo	OFFERED	OFFERED	QUOTE	QUOTE	through eligible pet agent / accredited forwarder	ND	Cathay Cargo network	shipment	advance agent booking	https://www.cathaypacific.com/cx/en_JP/prepare-trip/help-for-passengers/travelling-with-animals/overview-cargo.html	Direct booking rules	“direct booking … only … accepted”	MECHANISM_EXCERPT_PRESENT	2025-09-01 effective	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	No public amount found.
cathay_pacific	hold	NOT_OFFERED	NOT_OFFERED_AS_CHECKED_PET	NOT_APPLICABLE	NOT_APPLICABLE	—	—	current public option is Cathay Cargo	—	—	https://www.cathaypacific.com/cx/en_JP/prepare-trip/help-for-passengers/travelling-with-animals/overview-cargo.html	Overview	“pet shipments”	NO_FARE_APPLICABLE	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; Finder reads policies status only	Historical baggage tariff not treated as current.
china_airlines	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	NOT_APPLICABLE	—	—	ordinary pets	—	—	https://www.china-airlines.com/kr/en/prepare-for-the-fly/information/baggage/pet-transport.html	Pet transport mode	“transporting pets as checked baggage”	NO_FARE_APPLICABLE	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; Finder reads policies status only	Service dogs separate.
china_airlines	cargo	CONDITIONAL	CONDITIONAL	QUOTE_OR_NOT_FOUND	QUOTE_OR_NOT_FOUND	contact cargo	ND	over limits / route-required	shipment	advance arrangement	https://www.china-airlines.com/kr/en/prepare-for-the-fly/information/baggage/pet-transport.html	Over-limit/cargo cases	“cargo”	MECHANISM_EXCERPT_PRESENT	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	No public cargo amount found.
china_airlines	hold	OFFERED	OFFERED	MATRIX	DYNAMIC_GRID_NOT_CAPTURED	fixed rate ≤32kg; double fixed rate >32kg; exact route result requires interactive zone search	local currency	departure/arrival zone	pet+container weight / fixed band	contact at least 48h before departure	https://www.china-airlines.com/kr/en/prepare-for-the-fly/information/baggage/pet-transport.html	Charge for Pet Transportation	“Weight > 32kg: Double fixed rate”	PRICE_EXCERPT_PRESENT	ND	2026-09-10	fixed rate by weight	legacy formula	NO: legacy fee/fareList dormant; Finder reads policies status only	No numeric amount inferred from interactive widget.
china_eastern	cabin	LIMITED	LIMITED_DOMESTIC	NOT_FOUND	NOT_FOUND	available under specific conditions through app; fare not found	CNY	selected domestic flights only	pet service	request at reservation; prior approval	https://global.ceair.com/global/static/Announcement/BaggageService/GeneralProvisions/index.html	Small animals > pet in cabin	“国内航班上 … 可申请带入客舱”	NO_CURRENT_FARE_FOUND	ND	2026-09-10	—	not carried	NO: legacy fareList dormant; Finder reads policies status only	Repo denial is stale/incomplete: current official terms allow application on qualifying domestic flights.
china_eastern	cargo	NOT_ESTABLISHED	NON_ESTABLISHED	NOT_FOUND	NOT_FOUND	—	ND	no current official consumer cargo-pet tariff located	ND	ND	https://global.ceair.com/global/en_static/Announcement/TravelTips/SpecialPassengerServiceNotice/LittleAnimal/	Scope of page	“Small Animals”	NO_CURRENT_FARE_FOUND	ND	2026-09-10	Quote	cargo quote	NO: legacy fee/fareList dormant; Finder reads policies status only	Do not infer service or amount.
china_eastern	hold	OFFERED	OFFERED	FORMULA	FORMULA	domestic: 1.5% of one-way adult direct economy full fare per excess kg; international per route table	CNY / route currency	domestic and eligible non-stop international/regional	per kg pet+container+food	request at booking; prior approval	https://global.ceair.com/global/en_static/Announcement/TravelTips/SpecialPassengerServiceNotice/LittleAnimal/	Fees / request	NEEDS_QUOTE — identified page does not expose the 1.5% formula as faithful text; locator alone proves only weight-based charging	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	ND	2026-09-10	excess baggage by weight	legacy formula	NO: legacy fee/fareList dormant; Finder reads policies status only	Exact itinerary amount depends fare/route; no amount inferred.
china_southern	cabin	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.csair.com/newh5/en/tourguide/luggage_service/special_baggage/pets/	Cabin rules	Only service dogs	NO_FARE_APPLICABLE	—	2026-09-10	—	5	ABSENTE → NON	Chiens d’assistance exceptés
china_southern	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	NON_TROUVE	https://www.csair.com/newh5/en/tourguide/luggage_service/special_baggage/pets/	Oversize/cargo referral	contact cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	5	ABSENTE → NON	Aucun barème cargo public établi
china_southern	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	2–8 kg: 1380 RMB/200 USD/190 EUR; >8–23: 2100/300/280; >23–32: 3500/500/470	RMB|USD|EUR	international → international	animal+contenant+nourriture → par transport enregistré; unité trajet non explicitée	≥72 h; présentation ≥90 min	https://www.csair.com/newh5/en/tourguide/luggage_service/special_baggage/pets/	International pet transport	USD 200 / EUR 190	PRICE_EXCERPT_PRESENT	Tarifs bagages indiqués effectifs 2019	2026-09-10	$200–500	5	ABSENTE → NON	Domestique sur formule excédent bagage
condor	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	Zone 1 59.99; zones 2/6 74.99; zones 3/4/5/7 99.99; aéroport 120/135/160	EUR	zones Condor → zones Condor	animal+contenant → aller simple	≥48 h	https://www.condor.com/de/flug-vorbereiten/gepaeck-tiere/tierbefoerderung/tiere-in-der-kabine.jsp	Prices and registration	ab 59,99 Euro	PRICE_EXCERPT_PRESENT	—	2026-09-10	€59.99–99.99	4	ABSENTE → NON	Maximum 8 kg avec sac
condor	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	—	https://www.condor.com/eu/flight-preparation/baggage-and-animals/travelling-with-pets/pets-in-cargo-hold.jsp	No separate cargo tariff	cargo hold	NO_CURRENT_FARE_FOUND	—	2026-09-10	—	4	ABSENTE → NON	Ne pas confondre soute accompagnée et fret
condor	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	79.99–254.99 selon zone et taille	EUR|USD|CAD	zones Condor → zones Condor	animal+contenant → aller simple	≥48 h	https://www.condor.com/eu/flight-preparation/baggage-and-animals/travelling-with-pets/pets-in-cargo-hold.jsp	Pet transport fees	from €79.99	PRICE_EXCERPT_PRESENT	—	2026-09-10	€79.99–254.99	4	ABSENTE → NON	Petite/grande caisse et marché de départ
copa	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	25 domestique Panama; 125 international; taxes en plus	USD	Panama ou international → Panama ou international	animal+contenant → unité segment/sens non explicitée	≥48 h	https://www.copaair.com/assets/ENG-COM-24-001-Update-Service-or-Emotional-Support-Dog-and-Pet-in-Cabin-Transportation-Policy.pdf	Pet in cabin fee	USD 125 plus taxes	PRICE_EXCERPT_PRESENT	Politique applicable voyages dès 2024-02-01	2026-09-10	$125 intl / $25 dom	4	ABSENTE → NON	Ne pas déduire par segment
copa	cargo	OFFERED	ACCEPTE	QUOTE	DEVIS	Sur devis	—	—	envoi cargo → par AWB/devis	Selon cargo	https://www.copaair.com/en/web/gs/copa-cargo	Cargo	Copa Cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	4	ABSENTE → NON	Aucun montant public établi
copa	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.copaair.com/assets/ENG-COM-24-001-Update-Service-or-Emotional-Support-Dog-and-Pet-in-Cabin-Transportation-Policy.pdf	Checked baggage exclusion	not accepted as baggage	NO_FARE_APPLICABLE	Politique applicable voyages dès 2024-02-01	2026-09-10	—	4	ABSENTE → NON	Cargo séparé
corsair	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	75 Paris–FDF/PTP/Mayotte/Réunion; 150 Paris–Abidjan	EUR	Paris → destinations listées	animal+contenant → par trajet	prévenir à l’avance	https://www.flycorsair.com/en/information/before-flight/transport-animal	Cabin fares	€75 per journey	PRICE_EXCERPT_PRESENT	2026-06-22	2026-09-10	€75–150	5	ABSENTE → NON	Portée directionnelle à respecter
corsair	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi spécialisé	Selon dossier	https://www.flycorsair.com/en/information/before-flight/transport-animal	Special animal transport	contact our cargo service	MECHANISM_EXCERPT_PRESENT	2026-06-22	2026-09-10	Quote	5	ABSENTE → NON	Cas spécialisés/protégés
corsair	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	150 Paris–FDF/PTP/Mayotte/Réunion; 300 Paris–Maurice/Abidjan	EUR	Paris → destinations listées	animal+contenant → par trajet	prévenir à l’avance	https://www.flycorsair.com/en/information/before-flight/transport-animal	Hold fares	€300 per journey	PRICE_EXCERPT_PRESENT	2026-06-22	2026-09-10	€150–300	5	ABSENTE → NON	Paris vers Maurice interdit en soute
croatia_airlines	cabin	OFFERED	ACCEPTE	NOT_FOUND	NON_TROUVE	—	—	—	animal+contenant	autorisation préalable	https://www.croatiaairlines.com/Baggage/Animals	Animals in cabin	pets in passenger cabin	NO_CURRENT_FARE_FOUND	—	2026-09-10	€32 domestic / €50 Europe / €70 outside	0	ABSENTE → NON	Page officielle actuelle sans barème extractible; ancien montant non daté
croatia_airlines	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE	—	—	—	—	—	https://www.croatiaairlines.com/Baggage/Animals	Cargo information	contact the airline	NO_CURRENT_FARE_FOUND	—	2026-09-10	Not published	0	ABSENTE → NON	Aucun tarif public actuel établi
croatia_airlines	hold	OFFERED	ACCEPTE	NOT_FOUND	NON_TROUVE	—	—	—	animal+contenant	autorisation préalable	https://www.croatiaairlines.com/Baggage/Animals	Animals in hold	transport in cargo hold	NO_CURRENT_FARE_FOUND	—	2026-09-10	€40–56 domestic / €100–200 Europe / €150–300 outside	0	ABSENTE → NON	Ancienne grille EMD insuffisante comme preuve 2026
delta	cabin	OFFERED	ACCEPTE	MATRIX	GRILLE	150 US/Canada/PR/USVI; 200 international et Brésil	USD|CAD|EUR	zones publiées → zones publiées	animal+contenant → par sens	réserver dès que possible; paiement check-in	https://www.delta.com/us/en/pet-travel/overview	In-Cabin Pet Fees	$150 USD/CAD	PRICE_EXCERPT_PRESENT	Billets émis depuis 2025-04-08	2026-09-10	$95–200	4	ABSENTE → NON	95 historique seulement avant le 8 avril 2025
delta	cargo	CONDITIONAL	CONDITIONNEL	NOT_FOUND	NON_TROUVE	—	—	—	animal éligible spécialisé	réservation ≤14 j avant; remise 2.5 h/4 h	https://www.delta.com/us/en/pet-travel/shipping-your-pet	Shipping your pet	Pet shipping is limited	NO_CURRENT_FARE_FOUND	—	2026-09-10	—	4	ABSENTE → NON	Pas de service général public courant
